time_s,forward_ft,position_error_ft,forward_speed_fps,cross_track_ft,lateral_speed_fps,altitude_ft,vertical_speed_fps,heading_error_deg,pitch_deg,roll_deg,action0,action1,action2,action3,physical_aileron_cmd,stop_hold_s,lateral_hold_s,full_hover_hold_s
15.899999999999999,208.4382794099055,91.5617205900945,5.220138520917523,-2.690105188977438,0.11322554008266739,303.7317021878921,-0.365602256860582,0.15899839659995046,0.09735794926295523,-2.850334915383773,-0.5407068729400635,-0.6165898442268372,-0.22295519709587097,-0.0008096099481917918,0.18515316487550737,0.0,15.899999999999938,0.0
15.975,208.82927266905037,91.17072733094963,5.205135825613823,-2.6791369126907365,0.11250560855770234,303.7042128800372,-0.36742530112809363,0.16152544344208325,0.09051301823027028,-2.8510906797775717,-0.5398823022842407,-0.6233909726142883,-0.2235225886106491,-0.000795457570347935,0.18513841269612313,0.0,15.974999999999937,0.0
16.05,209.21914762384284,90.78085237615716,5.1903877996327115,-2.668204861094678,0.11181221549450265,303.67659130925813,-0.36912939887442886,0.16348480516421163,0.084070428604667,-2.851926784918118,-0.5390504002571106,-0.6306160688400269,-0.22425146400928497,-0.0007810809765942395,0.1851194619357586,0.0,16.049999999999937,0.0
16.125,209.6079229711965,90.3920770288035,5.1758775015833525,-2.6573114879675597,0.11113924196254174,303.6488463821411,-0.3707147636708369,0.1648580552457903,0.07804315376866393,-2.8528509430769975,-0.5382125377655029,-0.6382290720939636,-0.2251414656639099,-0.0007664948352612555,0.18509632189273836,0.0,16.124999999999936,0.0
16.2,209.99561615077587,90.00438384922413,5.161587615009336,-2.64645976109243,0.11047934580518601,303.62098699224634,-0.3721818164423798,0.1656368773301937,0.07244252185457778,-2.853870017866474,-0.5373699069023132,-0.646190345287323,-0.22619004547595978,-0.0007517174235545099,0.18506905881762506,0.0,16.199999999999935,0.0
16.275,210.38224330091947,89.61775669908053,5.147500526350452,-2.635653255732654,0.10982407771045444,303.5930219941024,-0.3735311989312905,0.16582307795670534,0.06727802839164654,-2.8549898821786233,-0.5365239977836609,-0.6544557809829712,-0.22739215195178986,-0.000736768648494035,0.18503780404925346,0.0,16.274999999999935,0.0
16.349999999999998,210.76781924049902,89.23218075950098,5.133598394335794,-2.624896116387961,0.10916401618852972,303.5649601738746,-0.3747637802900631,0.16542842413859757,0.06255716578177224,-2.8562152816995305,-0.5356761813163757,-0.6629783511161804,-0.2287406623363495,-0.0007216717931441963,0.18500274277925494,0.0,16.349999999999934,0.0
16.425,211.15235744817767,88.84764255182233,5.119863239207157,-2.614193099283258,0.10848891981144737,303.53681025917103,-0.3758806632136863,0.16447431048510827,0.058285278080527726,-2.857549722576882,-0.5348280072212219,-0.6717075109481812,-0.23022592067718506,-0.0007064500241540372,0.1849641260623932,0.0,16.424999999999933,0.0
16.5,211.53587004686005,88.46412995313995,5.106277018057973,-2.6035495426231714,0.10778789371758166,303.5085808767258,-0.3768831915117191,0.16299126461289798,0.05446543298297138,-2.8589953643939254,-0.5339810848236084,-0.6805918216705322,-0.2318360060453415,-0.0006911319796927273,0.18492226384282112,0.0,16.499999999999932,0.0
16.575,211.9183678114719,88.08163218852809,5.092821715966297,-2.5929713410982513,0.10704956666021587,303.4802805393483,-0.37777295684584977,0.16101829959320835,0.05109834591840062,-2.8605529394283127,-0.5331370830535889,-0.6895779967308044,-0.2335570752620697,-0.0006757469964213669,0.1848775160431862,0.0,16.574999999999932,0.0
